GEMS.Station.Number_Sample.Date,pH,NO2N,NO3N,TP,O2-Dis,NH4N,TEMP,EC
AUT00073_2014-07-01,8.29,0.001,0.718,0.11,11.08,0.019,9.8,175.0
AUT00073_2014-07-16,7.71,0.001,0.848,0.091,10.25,0.021,13.2,196.0
AUT00073_2014-08-04,8.07,0.03,1.107,0.691,9.84,0.043,13.2,211.0
AUT00073_2014-08-18,8.01,0.001,0.963,0.065,10.7,0.019,11.3,205.0
AUT00073_2014-09-01,8.14,0.031,0.967,0.695,10.59,0.042,11.4,230.0
AUT00073_2014-09-15,7.99,0.001,1.064,0.057,10.48,0.019,11.2,257.0
AUT00073_2014-10-01,7.95,0.025,1.057,0.042,10.47,0.026,11.0,221.0
AUT00073_2014-10-15,8.05,0.023,1.06,0.057,10.64,0.027,11.0,243.0
AUT00073_2014-11-03,8.16,0.001,1.495,0.049,11.26,0.023,7.3,310.0
AUT00073_2014-11-17,8.04,0.02,1.43,0.023,11.46,0.037,7.6,288.0
AUT00073_2014-12-02,8.08,0.02,1.4,0.023,11.76,0.041,6.5,244.0
AUT00073_2014-12-15,7.9,0.023,1.489,0.018,12.26,0.033,4.8,274.0
AUT00073_2021-01-12,7.97,0.007159808306,0.914991430365,0.01678,12.9,0.012711514015,0.7,338.0
AUT00073_2021-01-25,7.93,0.01226680444,0.843349862839,0.02007,12.42,0.033914039359,3.2,399.0
AUT00073_2021-02-01,8.22,0.014259534304,0.85607126268,0.02316,12.03,0.056846770781,4.3,396.0
AUT00073_2021-02-17,8.16,0.010914952522,0.663301582448,0.01672,12.58,0.027073224578,3.3,321.0
AUT00073_2021-03-03,8.24,0.009372839964,0.698777599286,0.02232,12.67,0.016802001216,5.0,347.0
AUT00073_2021-03-16,8.04,0.009062414709,0.815268846693,0.02359,11.61,0.038914634959,4.9,362.0
AUT00073_2021-04-06,8.02,0.006538957795,0.830608476509,0.01403,11.44,0.019312300207,6.5,332.0
AUT00073_2021-04-19,8.18,0.006999588819,0.743097637225,0.01536,11.06,0.025313014927,7.7,370.0
AUT00073_2021-05-04,8.07,0.004846639468,0.582226392415,0.03011,10.89,0.027793310345,9.1,249.0
AUT00073_2021-05-18,7.82,0.004055555754,0.454632650725,0.06019,10.94,0.015861889243,9.7,222.0
AUT00073_2021-06-01,7.78,0.003875308831,0.443620095639,0.0213,10.7,0.018142160837,10.8,225.0
AUT00073_2021-06-14,8.05,0.003044170245,0.302445535108,0.25477,12.06,0.016011907111,11.7,168.0
AUT00073_2021-07-05,8.03,0.006719204718,0.40130869978,0.05185,8.53,0.024762949411,12.8,217.0
AUT00073_2021-07-19,8.08,0.003044170245,0.348044708301,1.25771,11.48,0.092240986438,11.6,177.0
AUT00073_2021-08-02,8.33,0.005347325364,0.329307375464,0.18231,10.81,0.031403740368,11.9,192.0
AUT00073_2021-08-16,7.95,0.004045542036,0.456801184712,0.07334,9.6,0.020202406224,14.0,220.0
AUT00073_2021-09-01,8.16,0.003344581782,0.42514258715,0.05672,10.45,0.023262770731,11.2,243.0
AUT00073_2021-09-13,8.06,0.003174348577,0.504009270218,0.01881,9.61,0.018822241838,13.5,288.0
AUT00073_2021-10-05,8.18,0.003955418574,0.652598817931,0.01174,10.11,0.019492321649,11.4,315.0
AUT00073_2021-10-20,8.08,0.003474760115,0.518869224314,0.0114,11.56,0.020492440769,8.1,300.0
AUT00073_2021-11-02,8.22,0.005998217028,0.791295053905,0.03949,10.95,0.037244436029,7.8,344.0
AUT00073_2021-11-15,7.98,0.010394239191,0.77789411346,0.03082,11.43,0.068358141852,7.3,312.0
AUT00073_2021-12-01,7.89,0.004386008445,0.577389662232,0.01993,12.44,0.034044054845,3.5,327.0
AUT00073_2021-12-14,8.05,0.005056927545,0.714027289905,0.02736,12.69,0.036604359792,4.3,330.0
AUT00231_2016-06-21,8.8,0.003004115373,0.065955411588,0.031,9.5,0.01400166768,19.8,1850.0
AUT00231_2016-07-18,8.8,0.003004115373,0.066954736006,0.036,10.0,0.01400166768,18.4,1650.0
AUT00231_2016-08-23,8.8,0.003004115373,0.041971625556,0.023,9.2,0.00800095296,19.3,2000.0
AUT00231_2016-09-19,8.9,0.003004115373,0.031978381376,0.062,8.5,0.0150017868,20.3,2050.0
AUT00231_2017-06-26,8.8,0.003004115373,0.027981083704,0.11,8.2,0.01200142944,24.3,2150.0
AUT00231_2017-07-17,8.9,0.003004115373,0.03497635463,0.021,9.2,0.0100011912,20.6,2100.0
AUT00231_2017-08-21,9.0,0.003004115373,0.02997973254,0.033,9.0,0.025002978,19.2,2300.0
AUT00231_2017-09-25,8.9,0.003004115373,0.031978381376,0.027,10.8,0.01300154856,13.6,2300.0
AUT00231_2018-06-11,9.0,0.003004115373,0.03997297672,0.035,8.8,0.00800095296,25.5,2250.0
AUT00231_2018-07-16,9.0,0.003004115373,0.027981083704,0.028,8.5,0.01200142944,23.7,2340.0
AUT00231_2018-08-13,9.0,0.003004115373,0.031978381376,0.045,8.8,0.00700083384,23.4,2500.0
AUT00231_2018-09-26,9.0,0.003004115373,0.027981083704,0.017,10.5,0.00600071472,12.0,2510.0
AUT00231_2019-06-06,8.9,0.003004115373,0.067954060424,0.04,8.0,0.05400643248,24.4,2300.0
AUT00231_2019-08-09,9.0,0.003004115373,0.030979056958,0.027,8.0,0.03600428832,25.2,2600.0
AUT00231_2019-09-12,9.1,0.003004115373,0.027981083704,0.019,9.5,0.00800095296,19.8,2670.0
AUT00231_2020-06-24,9.0,0.01001371791,0.092937170874,0.067,9.9,0.00800095296,18.7,2820.0
AUT00231_2020-07-13,9.0,0.01001371791,0.067954060424,0.054,9.6,0.02900345448,19.3,2950.0
AUT00231_2020-08-10,9.1,0.01001371791,0.0499662209,0.039,9.8,0.01900226328,25.3,3060.0
AUT00231_2020-09-14,9.1,0.01001371791,0.05496284299,0.027,10.7,0.02700321624,22.3,3060.0
AUT00231_2021-06-28,8.9,0.01001371791,0.142903391774,0.024,8.3,0.04400524128,24.5,2970.0
AUT00231_2021-07-21,9.0,0.01001371791,0.14490204061,0.03,7.2,0.02200262064,20.3,3170.0
AUT00231_2021-08-09,9.0,0.01001371791,0.043970274392,0.024,8.9,0.0450053604,21.1,3200.0
AUT00231_2021-10-18,8.9,0.01001371791,0.073950006932,0.037,10.6,0.07100845752,11.0,3330.0
AUT00232_2016-06-21,8.9,0.003004115373,0.05995946508,0.031,9.5,0.01300154856,19.2,1900.0
AUT00232_2016-07-18,8.8,0.003004115373,0.055962167408,0.047,9.9,0.0150017868,17.9,1750.0
AUT00232_2016-08-23,7.2,0.003004115373,0.052964194154,0.034,9.1,0.03100369272,19.0,2100.0
AUT00232_2016-09-19,8.9,0.003004115373,0.032977705794,0.086,8.6,0.01300154856,20.1,2050.0
AUT00232_2017-06-26,8.9,0.003004115373,0.026981759286,0.08,8.1,0.01100131032,24.3,2150.0
AUT00232_2017-07-17,8.9,0.003004115373,0.036975003466,0.024,9.1,0.00800095296,20.6,2200.0
AUT00232_2017-08-21,9.0,0.003004115373,0.027981083704,0.031,9.1,0.01800214416,18.8,2300.0
AUT00232_2017-09-25,9.0,0.003004115373,0.027981083704,0.025,10.4,0.01300154856,13.8,2400.0
AUT00232_2018-06-11,8.9,0.003004115373,0.070952033678,0.029,8.2,0.00600071472,25.7,2250.0
AUT00232_2018-07-16,9.0,0.003004115373,0.026981759286,0.031,8.1,0.01200142944,24.5,2370.0
AUT00232_2018-08-13,9.0,0.003004115373,0.030979056958,0.037,8.5,0.00700083384,23.3,2500.0
AUT00232_2018-09-26,9.0,0.003004115373,0.035975679048,0.024,10.6,0.00900107208,11.5,2530.0
AUT00232_2019-06-06,8.9,0.003004115373,0.057960816244,0.037,8.0,0.1200142944,23.9,2340.0
AUT00232_2019-08-09,9.0,0.003004115373,0.027981083704,0.029,8.0,0.04400524128,24.5,2700.0
AUT00232_2019-09-12,9.1,0.003004115373,0.02997973254,0.075,9.8,0.00800095296,20.4,2700.0
AUT00232_2020-06-24,9.0,0.01001371791,0.103929739472,0.089,9.9,0.00700083384,18.5,2910.0
AUT00232_2020-07-13,9.1,0.01001371791,0.06495608717,0.038,9.6,0.05800690896,19.3,3090.0
AUT00232_2020-08-10,9.1,0.01001371791,0.036975003466,0.123,9.6,0.0150017868,24.9,3060.0
AUT00232_2020-09-14,9.1,0.01001371791,0.063956762752,0.027,9.0,0.03400405008,22.1,3160.0
AUT00232_2021-06-28,8.9,0.01001371791,0.120918254578,0.024,8.2,0.0800095296,24.3,3000.0
AUT00232_2021-07-21,9.0,0.01001371791,0.126914201086,0.033,7.3,0.03900464568,19.8,3180.0
AUT00232_2021-08-09,9.1,0.01001371791,0.037974327884,0.034,8.8,0.03400405008,20.9,3210.0
AUT00232_2021-10-18,9.0,0.01001371791,0.0499662209,0.026,10.6,0.08701036344,10.6,3450.0
AUT00233_2016-06-21,8.9,0.003004115373,0.030979056958,0.033,9.2,0.02300273976,19.6,1900.0
AUT00233_2016-07-18,8.8,0.003004115373,0.05496284299,0.056,9.8,0.02300273976,17.2,1600.0
AUT00233_2016-08-23,8.9,0.003004115373,0.058960140662,0.037,9.1,0.01700202504,18.3,2000.0
AUT00233_2016-09-19,8.9,0.003004115373,0.038973652302,0.079,8.6,0.01200142944,20.9,2050.0
AUT00233_2017-06-26,8.9,0.003004115373,0.032977705794,0.045,8.1,0.0200023824,25.7,2150.0
AUT00233_2017-07-17,8.9,0.003004115373,0.030979056958,0.02,9.1,0.01200142944,22.4,2200.0
AUT00233_2017-08-21,9.0,0.003004115373,0.022984461614,0.033,9.0,0.02600309712,20.0,2300.0
AUT00233_2017-09-25,8.9,0.003004115373,0.036975003466,0.025,10.5,0.01100131032,15.1,2400.0
AUT00233_2018-06-11,8.8,0.006008230746,0.093936495292,0.024,8.0,0.05800690896,27.5,2250.0
AUT00233_2018-07-16,8.9,0.003004115373,0.027981083704,0.027,8.1,0.0100011912,25.7,2390.0
AUT00233_2018-08-13,8.9,0.003004115373,0.033977030212,0.026,8.3,0.05200619424,25.8,2500.0
AUT00233_2018-09-26,8.9,0.003004115373,0.033977030212,0.026,10.4,0.01400166768,12.8,2560.0
AUT00233_2019-06-06,8.9,0.003004115373,0.067954060424,0.041,7.9,0.1300154856,25.7,2380.0
AUT00233_2019-08-09,9.0,0.003004115373,0.033977030212,0.031,8.4,0.03800452656,26.5,2700.0
AUT00233_2019-09-12,9.0,0.003004115373,0.040972301138,0.023,8.6,0.01600190592,23.1,2760.0
AUT00233_2020-06-24,9.0,0.01001371791,0.06995270926,0.041,9.7,0.01400166768,19.2,3040.0
AUT00233_2020-07-13,9.1,0.01001371791,0.077947304604,0.035,9.4,0.0450053604,21.1,3120.0
AUT00233_2020-08-10,9.0,0.01001371791,0.086941224366,0.027,8.5,0.03900464568,26.2,3210.0
AUT00233_2020-09-14,9.1,0.01001371791,0.073950006932,0.023,8.3,0.03200381184,23.4,3180.0
AUT00233_2021-06-28,8.9,0.01001371791,0.14490204061,0.023,8.0,0.04700559864,26.5,3030.0
AUT00233_2021-07-21,9.0,0.01001371791,0.141904067356,0.045,7.2,0.03800452656,21.3,3220.0
AUT00233_2021-08-09,9.0,0.01001371791,0.04496959881,0.029,8.8,0.01700202504,22.8,3240.0
AUT00233_2021-10-18,8.9,0.01001371791,0.04496959881,0.03,10.4,0.05700678984,11.3,3480.0
AUT00234_2016-06-21,8.9,0.003004115373,0.08993919762,0.026,9.2,0.01400166768,22.1,2100.0
AUT00234_2016-07-18,8.8,0.003004115373,0.040972301138,0.025,9.8,0.01300154856,17.4,1800.0
AUT00234_2016-08-23,8.9,0.003004115373,0.056961491826,0.035,9.3,0.01100131032,18.1,2300.0
AUT00234_2016-09-19,8.9,0.003004115373,0.043970274392,0.109,8.8,0.02300273976,20.1,2300.0
AUT00234_2017-06-26,8.9,0.003004115373,0.040972301138,0.045,8.4,0.01700202504,25.3,2400.0
AUT00234_2017-07-17,9.0,0.003004115373,0.03497635463,0.017,9.6,0.01300154856,21.9,2500.0
AUT00234_2017-08-21,9.0,0.003004115373,0.033977030212,0.035,9.3,0.03100369272,19.4,2550.0
AUT00234_2017-09-25,9.0,0.003004115373,0.040972301138,0.023,10.3,0.01400166768,15.3,2600.0
AUT00234_2018-06-11,8.9,0.003004115373,0.048966896482,0.033,9.0,0.03600428832,27.4,2450.0
AUT00234_2018-07-16,9.0,0.003004115373,0.028980408122,0.022,8.4,0.01300154856,26.1,2530.0
AUT00234_2018-08-13,9.0,0.003004115373,0.052964194154,0.04,8.5,0.05100607512,24.3,2700.0
AUT00234_2018-09-26,9.0,0.003004115373,0.040972301138,0.026,10.9,0.01700202504,11.8,2760.0
AUT00234_2019-06-06,8.9,0.003004115373,0.080945277858,0.036,7.9,0.08601024432,25.9,2530.0
AUT00234_2019-08-09,8.9,0.003004115373,0.055962167408,0.038,8.0,0.06300750456,27.0,2900.0
AUT00234_2019-09-12,9.1,0.003004115373,0.041971625556,0.023,8.9,0.02200262064,22.9,3000.0
AUT00234_2020-06-24,9.0,0.01001371791,0.055962167408,0.051,10.1,0.02900345448,19.3,3200.0
AUT00234_2020-07-13,9.1,0.01001371791,0.05496284299,0.031,9.5,0.04600547952,21.1,3120.0
AUT00234_2020-08-10,9.1,0.01001371791,0.092937170874,0.028,8.4,0.03400405008,26.7,3470.0
AUT00234_2020-09-14,9.1,0.01001371791,0.063956762752,0.023,8.9,0.05100607512,23.9,3560.0
AUT00234_2021-06-28,8.9,0.01001371791,0.140904742938,0.023,8.3,0.0550065516,26.6,3300.0
AUT00234_2021-07-21,9.0,0.01001371791,0.156893933626,0.04,7.2,0.05200619424,20.4,3460.0
AUT00234_2021-08-09,9.0,0.01001371791,0.052964194154,0.029,9.1,0.0350041692,21.7,3450.0
AUT00234_2021-10-18,9.0,0.01001371791,0.050965545318,0.03,10.5,0.0950113164,10.9,3650.0
AUT00235_2016-01-11,7.8536363636363635,0.008102008127181818,0.5139252938750909,0.013181818181818183,6.442857142857143,0.01582006608,5.535714285714286,354.27272727272725
AUT00235_2016-02-08,8.0,0.001219852908909091,0.5442684171125455,0.009363636363636364,9.607142857142858,0.0040913964,4.8,350.3636363636364
AUT00235_2016-04-04,8.138181818181819,0.001902606403090909,0.5391809473481818,0.006818181818181818,11.042857142857143,0.00618255456,5.528571428571429,352.8181818181818
AUT00235_2016-05-03,8.149999999999999,0.0012945006243636362,0.5162873334085455,0.005636363636363636,10.828571428571427,0.00581887488,6.95,353.54545454545456
AUT00235_2016-06-01,8.194545454545455,0.0018752962632727272,0.5028418776027272,0.006090909090909091,9.964285714285714,0.0077281932000000005,9.207142857142857,351.09090909090907
AUT00235_2016-07-04,8.093636363636364,0.0021392942809090906,0.5008432287667273,0.007,8.985714285714286,0.007364513519999999,10.35,346.72727272727275
AUT00235_2016-08-01,8.04,0.0021210875211818184,0.48621675319418184,0.007272727272727273,7.885714285714286,0.00900107208,11.285714285714286,345.27272727272725
AUT00235_2016-09-05,7.985454545454545,0.0027401173554545454,0.4307996718323636,0.006090909090909091,7.114285714285714,0.00745543344,11.214285714285714,341.54545454545456
AUT00235_2016-10-03,7.928181818181819,0.009112483298272727,0.3134244765545455,0.016181818181818183,6.1499999999999995,0.052188034079999994,10.564285714285715,344.3636363636364
AUT00235_2016-11-08,7.841818181818183,0.011078813360636363,0.45750888809527274,0.012363636363636365,6.228571428571429,0.02745781584,7.857142857142857,350.45454545454544
AUT00235_2016-12-05,7.962727272727273,0.0013746103680000001,0.49593745435109093,0.007363636363636364,6.928571428571429,0.00600071472,6.321428571428571,351.09090909090907
AUT00235_2017-01-10,7.922727272727273,0.0006827534941818182,0.5077476520183637,0.006818181818181818,9.314285714285715,0.00445507608,4.535714285714286,352.54545454545456
AUT00235_2017-02-07,8.034545454545453,0.0010013717910909092,0.5015700101616364,0.006909090909090909,10.721428571428572,0.00400047648,3.2714285714285714,354.09090909090907
AUT00235_2017-03-01,8.121818181818181,0.0008921312320909091,0.53963518572,0.007545454545454546,11.314285714285715,0.0033640370399999997,3.5,356.45454545454544
AUT00235_2017-04-05,8.186363636363636,0.0021575010405454546,0.5318222857247273,0.009363636363636364,12.035714285714286,0.01609282584,5.75,356.09090909090907
AUT00235_2017-05-03,8.255454545454546,0.0022758449795454547,0.4955740636536364,0.005909090909090909,11.207142857142857,0.014819946959999998,6.057142857142857,357.45454545454544
AUT00235_2017-06-01,8.214545454545455,0.002111984141090909,0.5239185380550909,0.006181818181818182,10.328571428571427,0.0100011912,9.514285714285714,354.3636363636364
AUT00235_2017-07-03,8.105454545454545,0.002084674001363636,0.5197395450343637,0.004727272727272727,9.457142857142857,0.00745543344,10.407142857142857,348.90909090909093
AUT00235_2017-08-01,8.091818181818182,0.002130190901,0.5004798380692728,0.005909090909090909,8.55,0.00854647248,10.821428571428571,345.09090909090907
AUT00235_2017-09-05,8.040909090909091,0.004360518981,0.4889421834250909,0.006727272727272727,7.692857142857143,0.00809187288,10.799999999999999,340.3636363636364
AUT00235_2017-10-04,8.016363636363637,0.014465270690272725,0.45941668925690915,0.008454545454545454,7.507142857142858,0.0195477828,9.87857142857143,345.90909090909093
AUT00235_2017-11-08,7.96,0.001846974636888889,0.5180941927097779,0.010555555555555556,6.9750000000000005,0.010445688586666666,7.491666666666667,353.0
AUT00235_2017-11-09,8.254999999999999,0.002803841015,0.470681800878,0.0075,9.649999999999999,0.0100011912,10.0,336.5
AUT00235_2017-12-06,7.962727272727273,0.0012926799483636365,0.5279158357270909,0.007272727272727273,7.957142857142857,0.00645531432,6.164285714285714,350.72727272727275
AUT00235_2018-01-08,8.083636363636364,0.0011743360092727273,0.5391809473481818,0.007454545454545455,9.735714285714286,0.004545996,5.0,352.0
AUT00235_2018-02-05,8.107272727272727,0.0008739244722727273,0.5314588950272727,0.008636363636363636,10.6,0.00581887488,4.428571428571429,354.09090909090907
AUT00235_2018-03-08,8.159090909090908,0.0008102008129090909,0.5478114764127273,0.006545454545454546,11.435714285714285,0.00400047648,3.5500000000000003,357.54545454545456
AUT00235_2018-04-04,8.316363636363636,0.0009194413718181818,0.5326399147940001,0.006454545454545455,12.178571428571429,0.00563703504,4.1571428571428575,356.54545454545456
AUT00235_2018-05-08,8.247272727272728,0.0023850855386363637,0.4772228334321818,0.006545454545454545,11.285714285714286,0.026094017039999997,7.607142857142857,358.09090909090907
AUT00235_2018-06-05,8.135454545454547,0.005653198929272727,0.4572363450721818,0.011454545454545455,10.15,0.06282566472000001,9.5,352.09090909090907
AUT00235_2018-07-09,8.138181818181819,0.0033045269103636364,0.41317522300581816,0.012454545454545456,8.85,0.12710604816,10.078571428571427,351.72727272727275
AUT00235_2018-08-06,8.102727272727272,0.01938109584590909,0.35657712187727275,0.019181818181818182,8.77142857142857,0.04573271976,11.014285714285714,342.90909090909093
AUT00235_2018-09-10,8.038181818181819,0.004997755575181818,0.3508537183923636,0.020545454545454547,7.571428571428571,0.13274308320000003,10.171428571428573,343.90909090909093
AUT00235_2018-10-02,8.011818181818182,0.0034319742292727275,0.35103541374109093,0.042,7.035714285714286,0.1759300452,9.235714285714286,344.6363636363636
AUT00235_2018-11-05,7.98,0.0030496322725454546,0.38319549046581813,0.02109090909090909,6.821428571428571,0.08391908616,8.1,348.27272727272725
AUT00235_2018-12-11,7.931818181818182,0.002940391714,0.48558081947363635,0.00890909090909091,7.671428571428572,0.01663834536,5.885714285714286,350.72727272727275
AUT00235_2019-01-08,7.935454545454546,0.0010195785508181818,0.5130168171314545,0.007727272727272728,9.857142857142858,0.00572795496,4.6,349.45454545454544
AUT00235_2019-02-05,8.078181818181818,0.0008102008129090909,0.4998439043487272,0.006909090909090909,11.064285714285715,0.00463691592,3.414285714285714,353.54545454545456
AUT00235_2019-03-06,8.14,0.0013655069876363638,0.5415429868816364,0.009727272727272727,11.521428571428572,0.00791003304,3.792857142857143,355.8181818181818
AUT00235_2019-04-09,8.216363636363637,0.0021757078004545453,0.5641640577981818,0.008454545454545454,11.785714285714286,0.009819351359999999,5.635714285714286,354.6363636363636
AUT00235_2019-05-06,8.237272727272726,0.002548946377090909,0.5190127636394546,0.006909090909090909,11.114285714285714,0.01736570472,7.271428571428571,354.1818181818182
AUT00235_2019-06-03,8.19090909090909,0.0020846740011818184,0.5103822345749092,0.007909090909090909,10.071428571428571,0.01600190592,8.835714285714285,354.3636363636364
AUT00235_2019-07-01,8.08,0.0021301909009090905,0.5332758485145455,0.007181818181818182,9.035714285714286,0.007637273280000001,10.950000000000001,350.54545454545456
AUT00235_2019-08-05,8.104545454545455,0.012553560907363637,0.4864892962172727,0.008363636363636363,8.342857142857143,0.01754754456,10.992857142857144,344.27272727272725
AUT00235_2019-09-03,8.033636363636363,0.016222223014363636,0.39709518464345456,0.01,7.3357142857142845,0.04846031736,11.392857142857142,341.54545454545456
AUT00235_2019-10-09,8.008181818181818,0.014592718008909093,0.4387942671763636,0.011181818181818182,6.914285714285714,0.032185651679999996,9.707142857142857,344.0
AUT00235_2019-11-04,8.011818181818182,0.008648210922363635,0.46468585437000004,0.009818181818181818,7.064285714285715,0.02391193896,8.764285714285714,346.45454545454544
AUT00235_2019-12-04,7.9363636363636365,0.0038325229457272726,0.463686529952,0.010727272727272726,6.964285714285714,0.02482113816,6.65,348.1818181818182
AUT00235_2020-01-08,7.915454545454546,0.0013837137472727272,0.5353653450249091,0.007818181818181818,8.007142857142856,0.00627347448,5.371428571428572,351.0
AUT00235_2020-02-17,8.067272727272728,0.000992268411090909,0.5489924961794546,0.010454545454545454,10.592857142857142,0.0049096756799999995,4.678571428571429,350.90909090909093
AUT00235_2020-03-09,8.148181818181818,0.0008284075727272727,0.541361291532909,0.010636363636363637,11.307142857142859,0.00390955656,4.8,352.1818181818182
AUT00235_2020-04-20,8.205454545454545,0.0016841252847272727,0.4930303287714546,0.007545454545454546,11.392857142857142,0.01736570472,7.071428571428571,353.8181818181818
AUT00235_2020-05-13,8.182727272727274,0.003441077609181818,0.482673693894,0.008272727272727272,10.299999999999999,0.038640966,8.65,355.3636363636364
AUT00235_2020-06-08,8.096363636363636,0.0031042525523636362,0.49593745435109093,0.011727272727272727,9.65,0.03564060864,9.121428571428572,353.0
AUT00235_2020-07-01,8.065454545454545,0.0027492207353636364,0.4674112846009091,0.010090909090909091,8.678571428571429,0.01118315016,10.842857142857143,346.8181818181818
AUT00235_2020-08-05,7.987272727272727,0.014173962532636364,0.4186260834676364,0.01636363636363636,7.414285714285714,0.039732005040000004,11.0,340.6363636363636
AUT00235_2020-09-09,7.955454545454544,0.015930914857,0.4499685311230909,0.010545454545454545,6.471428571428571,0.02654861664,11.021428571428572,341.54545454545456
AUT00235_2020-10-05,7.920909090909091,0.015066093764636362,0.41799014974709087,0.01681818181818182,5.914285714285714,0.05582483088,9.792857142857143,342.90909090909093
AUT00235_2020-11-02,7.941818181818181,0.017041527207090908,0.40935962068254544,0.018363636363636363,6.228571428571429,0.056006670720000006,8.571428571428571,344.1818181818182
AUT00235_2020-12-02,7.895454545454545,0.013372865099999999,0.38791956953272727,0.014363636363636363,6.471428571428572,0.05036963568,6.821428571428571,349.90909090909093
AUT00235_2021-01-12,7.883636363636364,0.0008921312320909091,0.5100188438774546,0.00818181818181818,8.264285714285714,0.004545996,5.2,351.54545454545456
AUT00235_2021-02-02,7.9781818181818185,0.0011197157298181819,0.5168324194547274,0.008,9.892857142857142,0.00427323624,4.328571428571428,352.54545454545456
AUT00235_2021-03-03,8.093636363636364,0.0007555805334545453,0.5177408961983636,0.00909090909090909,10.928571428571429,0.0038186366399999994,4.207142857142857,355.6363636363636
AUT00235_2021-04-12,8.227272727272727,0.0012744731882727274,0.49303032877145453,0.007454545454545455,11.642857142857142,0.0072735936,5.25,363.0
AUT00235_2021-05-04,8.213636363636363,0.0016386083854545456,0.49475643458436364,0.006181818181818182,11.15,0.01763846448,6.807142857142857,364.90909090909093
AUT00235_2021-06-01,8.186363636363636,0.0034683877487272727,0.49321202412018184,0.007727272727272727,10.414285714285715,0.0300035736,8.45,364.90909090909093
AUT00235_2021-07-07,8.082727272727272,0.002139294280909091,0.5025693345796364,0.006,9.292857142857143,0.00827371272,10.307142857142859,357.8181818181818
AUT00235_2021-08-04,8.027272727272727,0.002111984141090909,0.4928486334227273,0.009363636363636364,7.964285714285714,0.01072855056,11.185714285714285,354.1818181818182
AUT00235_2021-09-07,8.026363636363635,0.020710189314,0.45796312646709086,0.009909090909090909,7.435714285714285,0.01709294496,10.714285714285714,354.90909090909093
AUT00235_2021-10-04,7.980909090909091,0.007546701952363636,0.47059095320363636,0.009545454545454544,6.828571428571428,0.01109223024,10.328571428571427,354.45454545454544
AUT00235_2021-11-08,7.975454545454546,0.004278588561545455,0.46032516600054546,0.010181818181818183,6.985714285714287,0.015910986000000002,8.321428571428571,356.54545454545456
AUT00235_2021-12-09,7.907272727272727,0.0015111610665454545,0.5057490031823636,0.008545454545454545,6.872727272727272,0.00791003304,6.1909090909090905,361.72727272727275
AUT00236_2016-01-25,8.0875,0.003004115373,0.8057053120125,0.00775,10.6375,0.00800095296,5.4875,326.625
AUT00236_2016-02-17,8.2,0.004381001585625,0.8381833555975,0.008875,10.9625,0.00812596785,5.5625,335.25
AUT00236_2016-03-15,8.1,0.006008230746,0.8356850445524999,0.01025,11.2625,0.00800095296,5.425000000000001,335.625
AUT00236_2016-04-05,8.174999999999999,0.004130658637875,0.78446966813,0.008,11.05,0.0087510423,7.2625,318.125
AUT00236_2016-05-10,8.15,0.004756516007250001,0.786967979175,0.00825,9.737499999999999,0.00950113164,8.3125,317.625
AUT00236_2016-06-21,8.125,0.005132030428875,0.682038915285,0.01375,9.3125,0.00800095296,11.225,320.25
