country,source_title,excerpt,geo_location,water_source,sanitation_type,sector,gender,age_group,income_level,infrastructure_type,population_density,climate_zone,year,organization,source_type,special_needs_group,severity,water_color,water_clarity,water_odor,recent_rain,nearby_activities,nearby_infrastructure,vegetation_near_source,waste_disposal_nearby,animal_access,water_flow_rate
Kenya,UNICEF Field Report on Water Quality,"Residents now report consistent access to clean, odorless, and safe water.",-38.282638,Borehole,Pit Latrine,Education,Female,Youth,Middle,Rural Village,Sparse,Semi-Arid,2015,WHO,Gov Report,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Somalia,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-69.2938015,River,Flush Toilet,Agriculture,Female,Youth,Middle,Urban Slum,Medium,Temperate,2025,WHO,Gov Report,Pregnant Women,Unsafe,brown,cloudy,chemical,no,farming,none,dead,open dumping,yes,slow
Bangladesh,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,-11.115509,River,Pit Latrine,Agriculture,Female,Youth,High,Rural Village,Dense,Temperate,2018,Water.org,Academic Paper,Disabled,Unsafe,green,turbid,sewage,yes,none,none,sparse,open dumping,no,flowing
Nepal,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-72.146347,Piped Water,Composting Toilet,Education,Female,Adult,High,Urban Slum,Dense,Temperate,2025,UNICEF,Gov Report,,Unsafe,murky,clear,chemical,yes,farming,none,lush,managed sites,yes,slow
DR Congo,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,11.142566,Piped Water,Open Defecation,Education,Male,Youth,Middle,Refugee Camp,Medium,Semi-Arid,2023,Red Cross,Field Survey,,Unsafe,clear,clear,chemical,yes,mining,waste facilities,dead,none,no,stagnant
Uganda,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",-28.1677625,Rainwater,Flush Toilet,Education,Male,Youth,Low,Rural Village,Sparse,Semi-Arid,2020,Water.org,Academic Paper,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
India,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-48.0793095,Truck Delivery,Open Defecation,Health,Male,Elderly,Low,Peri-Urban,Medium,Tropical,2015,Water.org,NGO Report,Disabled,Unsafe,brown,clear,chemical,yes,none,none,sparse,open dumping,no,stagnant
Kenya,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",87.140964,Piped Water,Pit Latrine,Health,Female,Child,Middle,Rural Village,Sparse,Tropical,2017,Red Cross,Field Survey,,Unsafe,clear,clear,chemical,yes,sewage treatment,waste facilities,lush,open dumping,no,stagnant
Somalia,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-72.6986385,Piped Water,Composting Toilet,Public Infrastructure,Male,Elderly,Low,Rural Village,Medium,Semi-Arid,2020,Save the Children,Field Survey,,Unsafe,brown,cloudy,chemical,no,farming,waste facilities,lush,open dumping,no,slow
Nigeria,UNICEF Field Report on Water Quality,"Residents now report consistent access to clean, odorless, and safe water.",49.4416595,River,Flush Toilet,Education,Male,Adult,Middle,Rural Village,Dense,Tropical,2022,WHO,Gov Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Kenya,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,39.776451,Truck Delivery,Flush Toilet,Public Infrastructure,Female,Youth,Middle,Peri-Urban,Medium,Arid,2017,Red Cross,NGO Report,Children Under 5,Unsafe,brown,turbid,sewage,yes,none,none,sparse,managed sites,yes,stagnant
Ethiopia,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",3.368738,Truck Delivery,Pit Latrine,Health,Female,Adult,Middle,Peri-Urban,Dense,Tropical,2020,WHO,Field Survey,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nepal,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-19.243759,River,Composting Toilet,Education,Male,Youth,Middle,Peri-Urban,Dense,Tropical,2025,Save the Children,Field Survey,,Unsafe,clear,cloudy,none,no,sewage treatment,sewage lines,dead,managed sites,yes,stagnant
Ethiopia,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,13.186181,Rainwater,Pit Latrine,Agriculture,Male,Adult,Middle,Refugee Camp,Sparse,Semi-Arid,2015,UNICEF,Field Survey,Children Under 5,Unsafe,clear,turbid,sewage,no,sewage treatment,sewage lines,lush,managed sites,no,slow
Kenya,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-18.4082365,Piped Water,Flush Toilet,Agriculture,Female,Elderly,Low,Urban Slum,Medium,Tropical,2016,Water.org,Gov Report,Disabled,Unsafe,green,clear,sewage,no,sewage treatment,none,lush,managed sites,yes,stagnant
DR Congo,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-46.6965155,Protected Spring,Composting Toilet,Public Infrastructure,Male,Adult,High,Urban Slum,Dense,Temperate,2017,Water.org,Academic Paper,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Kenya,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,-89.2763415,River,Composting Toilet,Education,Male,Child,Low,Refugee Camp,Dense,Temperate,2016,WHO,Academic Paper,Disabled,Unsafe,brown,clear,sewage,no,mining,waste facilities,sparse,managed sites,yes,slow
India,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,45.8545675,Truck Delivery,Composting Toilet,Public Infrastructure,Male,Youth,Low,Rural Village,Medium,Temperate,2015,Red Cross,Gov Report,,Unsafe,brown,turbid,none,no,mining,waste facilities,dead,open dumping,yes,slow
Bangladesh,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,2.167547,Well,Pit Latrine,Education,Female,Adult,Low,Refugee Camp,Dense,Temperate,2022,WHO,Gov Report,Children Under 5,Unsafe,green,clear,sewage,no,sewage treatment,sewage lines,dead,none,yes,slow
Ethiopia,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-21.007504,Rainwater,Open Defecation,Public Infrastructure,Male,Adult,Middle,Rural Village,Sparse,Temperate,2018,UNICEF,NGO Report,Children Under 5,Unsafe,clear,cloudy,none,no,farming,sewage lines,dead,open dumping,yes,stagnant
Haiti,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-45.029327,Piped Water,Composting Toilet,Education,Male,Elderly,Middle,Refugee Camp,Dense,Arid,2025,UNICEF,Gov Report,Elderly,Unsafe,green,cloudy,sewage,no,sewage treatment,waste facilities,dead,open dumping,yes,slow
Somalia,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,18.9041065,Well,Open Defecation,Education,Female,Elderly,High,Rural Village,Dense,Temperate,2025,Water.org,Academic Paper,,Unsafe,clear,clear,none,no,none,waste facilities,sparse,open dumping,yes,slow
DR Congo,Local Health Board: Water Safety Achieved,Public health officials confirm improved sanitation infrastructure and hygiene practices.,59.839923,Truck Delivery,Composting Toilet,Agriculture,Female,Elderly,Middle,Peri-Urban,Dense,Arid,2021,UNICEF,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Uganda,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",-79.964337,Well,Pit Latrine,Health,Male,Elderly,Low,Urban Slum,Sparse,Semi-Arid,2018,Save the Children,Field Survey,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Ethiopia,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,1.439222,Rainwater,Composting Toilet,Health,Female,Youth,Middle,Rural Village,Dense,Semi-Arid,2023,Water.org,NGO Report,,Unsafe,murky,cloudy,chemical,yes,farming,waste facilities,sparse,none,yes,flowing
Nigeria,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,84.1901135,Truck Delivery,Pit Latrine,Education,Male,Child,High,Refugee Camp,Medium,Temperate,2015,WHO,Gov Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Bangladesh,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-66.906915,Well,Composting Toilet,Agriculture,Female,Adult,Middle,Urban Slum,Medium,Arid,2022,Water.org,Field Survey,Disabled,Unsafe,clear,turbid,chemical,no,farming,sewage lines,dead,none,yes,flowing
Haiti,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,76.3199065,Protected Spring,Pit Latrine,Agriculture,Female,Youth,Middle,Refugee Camp,Dense,Semi-Arid,2021,WHO,Gov Report,Pregnant Women,Unsafe,brown,clear,none,no,none,sewage lines,sparse,managed sites,yes,slow
Somalia,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-4.094041,Well,Composting Toilet,Education,Female,Adult,High,Peri-Urban,Dense,Arid,2018,Save the Children,Field Survey,,Unsafe,murky,cloudy,chemical,yes,farming,waste facilities,sparse,managed sites,no,slow
Nepal,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-9.0522235,River,Open Defecation,Public Infrastructure,Female,Child,High,Urban Slum,Sparse,Semi-Arid,2021,Red Cross,Field Survey,Disabled,Unsafe,green,clear,chemical,yes,sewage treatment,sewage lines,sparse,managed sites,yes,flowing
Nepal,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-39.46521,Well,Open Defecation,Health,Female,Adult,High,Refugee Camp,Medium,Temperate,2016,WHO,NGO Report,Children Under 5,Unsafe,brown,turbid,none,no,sewage treatment,sewage lines,sparse,open dumping,no,slow
Ethiopia,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-85.4845265,River,Composting Toilet,Health,Female,Elderly,Low,Refugee Camp,Sparse,Temperate,2016,WHO,Gov Report,,Unsafe,clear,clear,sewage,no,none,waste facilities,sparse,none,yes,stagnant
Haiti,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,3.771516,Well,Pit Latrine,Health,Female,Youth,High,Refugee Camp,Medium,Semi-Arid,2017,WHO,Academic Paper,,Unsafe,green,turbid,none,yes,sewage treatment,none,lush,open dumping,no,slow
Haiti,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,23.7903415,Borehole,Open Defecation,Education,Female,Youth,High,Rural Village,Medium,Temperate,2015,WHO,Academic Paper,Elderly,Unsafe,murky,cloudy,chemical,no,farming,none,sparse,managed sites,yes,flowing
DR Congo,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,63.4568185,Truck Delivery,Composting Toilet,Health,Male,Elderly,Middle,Rural Village,Dense,Tropical,2016,Water.org,Gov Report,Pregnant Women,Unsafe,green,clear,sewage,no,none,waste facilities,dead,none,no,flowing
India,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",21.838653,Rainwater,Open Defecation,Health,Female,Youth,Low,Rural Village,Sparse,Semi-Arid,2019,UNICEF,Academic Paper,Pregnant Women,Unsafe,brown,clear,none,no,mining,none,lush,managed sites,no,slow
Uganda,UNICEF Field Report on Water Quality,Treated water systems have significantly reduced reported illnesses in the area.,10.9030815,Well,Composting Toilet,Agriculture,Female,Adult,High,Peri-Urban,Medium,Temperate,2016,WHO,Field Survey,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Bangladesh,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,-73.797419,Rainwater,Open Defecation,Education,Male,Adult,High,Rural Village,Dense,Tropical,2020,Water.org,Field Survey,Disabled,Unsafe,murky,turbid,sewage,no,sewage treatment,none,sparse,open dumping,yes,stagnant
Ethiopia,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",-8.9280225,River,Flush Toilet,Agriculture,Male,Child,Low,Refugee Camp,Dense,Tropical,2016,Save the Children,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nepal,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,8.558654,River,Flush Toilet,Agriculture,Female,Youth,Middle,Refugee Camp,Dense,Tropical,2017,WHO,Gov Report,Disabled,Unsafe,clear,clear,none,no,mining,none,sparse,none,yes,slow
India,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,35.9069355,Well,Composting Toilet,Education,Female,Elderly,High,Peri-Urban,Dense,Arid,2016,Water.org,Academic Paper,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,29.202833,Piped Water,Pit Latrine,Public Infrastructure,Male,Child,Middle,Peri-Urban,Sparse,Tropical,2018,WHO,Field Survey,Elderly,Unsafe,green,clear,chemical,no,farming,sewage lines,lush,open dumping,yes,slow
Ethiopia,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,81.629844,Rainwater,Flush Toilet,Health,Male,Elderly,Low,Rural Village,Dense,Tropical,2024,Red Cross,NGO Report,Children Under 5,Unsafe,clear,cloudy,none,no,none,none,dead,managed sites,no,stagnant
Uganda,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-73.916758,Protected Spring,Pit Latrine,Agriculture,Female,Youth,High,Rural Village,Dense,Semi-Arid,2017,Save the Children,Field Survey,Elderly,Unsafe,brown,cloudy,chemical,no,mining,none,lush,managed sites,yes,slow
Kenya,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-23.0989435,Protected Spring,Composting Toilet,Education,Male,Child,High,Urban Slum,Dense,Tropical,2018,WHO,NGO Report,Disabled,Unsafe,brown,cloudy,sewage,no,sewage treatment,none,sparse,open dumping,yes,flowing
Nigeria,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",89.1798175,Protected Spring,Composting Toilet,Education,Female,Child,Middle,Rural Village,Medium,Semi-Arid,2020,UNICEF,Field Survey,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nigeria,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-9.289124,River,Composting Toilet,Health,Female,Adult,Middle,Urban Slum,Sparse,Semi-Arid,2018,Red Cross,NGO Report,Children Under 5,Unsafe,clear,clear,none,no,none,sewage lines,lush,managed sites,no,stagnant
